run,START_EPOCH,READY_EPOCH,LOAD_START_EPOCH,LOAD_END_EPOCH,END_EPOCH,ttft_mean,total_mean,queue_mean,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak,net_tx_peak,net_rx_auc,net_tx_auc
5,1771661610,1771661612,1771661613,1771662034,1771662094,7.0190155166666655,7.019378966666667,93.61648348333334,54.08422439670103,186.56425099999998,-130953.41468225,6860.6294189690725,6946.586,-16606622.434500001,13.83917525773196,322.0,-33537.5,2.3292982,0.0,-38.8,7.760000000000001
