idx,epoch,http_code,time_total_sec
1,1770912474,200,15.893284
2,1770912488,200,13.321498
3,1770912503,200,13.667581
4,1770912517,200,13.172248
5,1770912530,200,11.720378
6,1770912549,200,17.691327
7,1770912567,200,17.211046
8,1770912585,200,17.026751
9,1770912598,200,11.744748
10,1770912629,200,30.096977
