run,T_ready,T_total,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak_kbps,net_tx_peak_kbps
8,346,357,14.170865080167596,41.7948743,-5063.6628559,1286.3771156424582,1317.0312,-459243.18515000003,5.0418994413407825,100.0,-1804.5,0.0009342617,0.0
