run,START_EPOCH,READY_EPOCH,LOAD_START_EPOCH,LOAD_END_EPOCH,END_EPOCH,ttft_mean,total_mean,queue_mean,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak,net_tx_peak,net_rx_auc,net_tx_auc
2,1771660209,1771660211,1771660212,1771660600,1771660660,6.452266849999999,6.452624316666667,80.04339118333334,53.71538474692982,220.6664092,-122237.39876075,6806.1221622807025,6932.9454,-15484013.6765,15.901315789473685,404.0,-36222.5,0.0,0.0,0.0,7.76
