run,T_ready,T_total,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak_kbps,net_tx_peak_kbps
1,347,357,14.995077071787712,42.424238800000005,5356.89679655,1273.6858430167597,1296.6602,454706.5103,5.723463687150838,100.0,2045.0,0.0,0.0
