time,utilization
2026-02-13 19:59:25,5.4
2026-02-13 19:59:20,2.2
2026-02-13 19:59:15,0.4
2026-02-13 19:59:10,4.6
2026-02-13 19:59:05,0.4
2026-02-13 19:59:00,3.8
2026-02-13 19:58:55,0
2026-02-13 19:58:50,6
2026-02-13 19:58:45,0.4
2026-02-13 19:58:40,3
2026-02-13 19:58:35,0.2
2026-02-13 19:58:30,4
2026-02-13 19:58:25,1.8
2026-02-13 19:58:20,1.6
2026-02-13 19:58:15,1.6
2026-02-13 19:58:10,2
2026-02-13 19:58:05,0.4
2026-02-13 19:58:00,2.2
2026-02-13 19:57:55,1.8
2026-02-13 19:57:50,2.4
2026-02-13 19:57:45,1.6
2026-02-13 19:57:40,5
2026-02-13 19:57:35,0
2026-02-13 19:57:30,5.4
2026-02-13 19:57:25,0
2026-02-13 19:57:20,0.4
2026-02-13 19:57:15,20.2
2026-02-13 19:57:10,0
2026-02-13 19:57:05,3.6
2026-02-13 19:57:00,0.4
2026-02-13 19:56:55,0.2
2026-02-13 19:56:50,0.6
2026-02-13 19:56:45,0.4
2026-02-13 19:56:40,0.2
2026-02-13 19:56:35,12
2026-02-13 19:56:30,3.8
2026-02-13 19:56:25,1.4
2026-02-13 19:56:20,0.6
2026-02-13 19:56:15,1
2026-02-13 19:56:10,52.4
2026-02-13 19:56:05,34.4
2026-02-13 19:56:00,26.8
2026-02-13 19:55:55,10.6
2026-02-13 19:55:50,2.4
2026-02-13 19:55:45,1.4
2026-02-13 19:55:40,4.2
2026-02-13 19:55:35,0.4
2026-02-13 19:55:30,0
2026-02-13 19:55:25,0.4
2026-02-13 19:55:20,1.2
2026-02-13 19:55:15,0.6
2026-02-13 19:55:10,0.2
2026-02-13 19:55:05,2.4
2026-02-13 19:55:00,0.4
2026-02-13 19:54:55,1.2
2026-02-13 19:54:50,0
2026-02-13 19:54:45,0
2026-02-13 19:54:40,7.4
2026-02-13 19:54:35,0.8
2026-02-13 19:54:30,1.6
