time,received,sent
2026-02-13 19:59:25,0,0
2026-02-13 19:59:20,0,0
2026-02-13 19:59:15,0,0
2026-02-13 19:59:10,0,0
2026-02-13 19:59:05,0,0
2026-02-13 19:59:00,0,0
2026-02-13 19:58:55,0,0
2026-02-13 19:58:50,0,0
2026-02-13 19:58:45,0,0
2026-02-13 19:58:40,0,0
2026-02-13 19:58:35,0,0
2026-02-13 19:58:30,0,0
2026-02-13 19:58:25,0,0
2026-02-13 19:58:20,0,0
2026-02-13 19:58:15,0,0
2026-02-13 19:58:10,0,0
2026-02-13 19:58:05,0,0
2026-02-13 19:58:00,0,0
2026-02-13 19:57:55,0,0
2026-02-13 19:57:50,0,0
2026-02-13 19:57:45,0,0
2026-02-13 19:57:40,0,0
2026-02-13 19:57:35,0,0
2026-02-13 19:57:30,0,0
2026-02-13 19:57:25,0,0
2026-02-13 19:57:20,0,0
2026-02-13 19:57:15,0,0
2026-02-13 19:57:10,0,0
2026-02-13 19:57:05,0,0
2026-02-13 19:57:00,0,0
2026-02-13 19:56:55,0,0
2026-02-13 19:56:50,0,0
2026-02-13 19:56:45,0,0
2026-02-13 19:56:40,0,0
2026-02-13 19:56:35,0,0
2026-02-13 19:56:30,0,0
2026-02-13 19:56:25,0,0
2026-02-13 19:56:20,0,0
2026-02-13 19:56:15,0,0
2026-02-13 19:56:10,0,0
2026-02-13 19:56:05,0,0
2026-02-13 19:56:00,0,0
2026-02-13 19:55:55,0,0
2026-02-13 19:55:50,0,0
2026-02-13 19:55:45,0,0
2026-02-13 19:55:40,0,0
2026-02-13 19:55:35,0,0
2026-02-13 19:55:30,0,0
2026-02-13 19:55:25,0,0
2026-02-13 19:55:20,0,0
2026-02-13 19:55:15,0,0
2026-02-13 19:55:10,0,0
2026-02-13 19:55:05,0,-0.3104
2026-02-13 19:55:00,0,0
2026-02-13 19:54:55,0,0
2026-02-13 19:54:50,0,0
2026-02-13 19:54:45,0,0
2026-02-13 19:54:40,0,0
2026-02-13 19:54:35,0,0
2026-02-13 19:54:30,0,0
