time,guest_nice,guest,steal,softirq,irq,user,system,nice,iowait
2026-02-13 19:59:25,0,0,0,0.1012665,0,4.9711246,4.26587,0,0.1534527
2026-02-13 19:59:20,0,0,0,0.1522849,0,4.7158114,4.107701,0,0.0507614
2026-02-13 19:59:15,0,0,0,0.1010101,0,5.2031226,4.3945054,0,0.0505051
2026-02-13 19:59:10,0,0,0,0.1010108,0,4.8128134,4.554106,0,0.0503778
2026-02-13 19:59:05,0,0,0,0.1525432,0,5.02187,5.3766804,0,0.0506329
2026-02-13 19:59:00,0,0,0,0.0498753,0,4.6503214,3.6422092,0,0.4061094
2026-02-13 19:58:55,0,0,0,0.1510069,0,6.0775244,4.5607446,0,0
2026-02-13 19:58:50,0,0,0,0.0506329,0,4.2591166,3.8541772,0,0.252781
2026-02-13 19:58:45,0,0,0,0.0503778,0,5.4393838,4.8835628,0,0
2026-02-13 19:58:40,0,0,0,0.0997506,0,4.5287124,4.578598,0,0.0503778
2026-02-13 19:58:35,0,0,0,0.2026661,0,5.6834038,4.5659714,0,0.0510204
2026-02-13 19:58:30,0,0,0,0.1011393,0,4.407729,3.8487008,0,0.7636275
2026-02-13 19:58:25,0,0,0,0,0,5.8069148,4.1409784,0,0.2027887
2026-02-13 19:58:20,0,0,0,0.1015235,0,5.5334972,3.9607608,0,0.4071246
2026-02-13 19:58:15,0,0,0,0.1515228,0,7.9350636,4.496393,0,0.0505051
2026-02-13 19:58:10,0,0,0,0.1008906,0,5.558593,3.893277,0,0
2026-02-13 19:58:05,0,0,0,0.1013943,0,5.5742634,4.4598214,0,0.0505051
2026-02-13 19:58:00,0,0,0,0.1010127,0,4.497305,3.841112,0,0.1012658
2026-02-13 19:57:55,0,0,0,0.1511361,0,5.3524048,4.3422692,0,0.2518917
2026-02-13 19:57:50,0,0,0,0.0506329,0,5.2234356,4.0066994,0,0.1017812
2026-02-13 19:57:45,0,0,0,0.2013911,0,5.0974168,4.7988192,0,0.1534527
2026-02-13 19:57:40,0,0,0,0.1021753,0,5.0320104,4.1179792,0,0.5076142
2026-02-13 19:57:35,0,0,0,0.1010101,0,5.4282068,4.3598802,0,0
2026-02-13 19:57:30,0,0,0,0.1011418,0,5.262627,4.0488238,0,0
2026-02-13 19:57:25,0,0,0,0.0505051,0,5.2810574,4.5136208,0,0.0503778
2026-02-13 19:57:20,0,0,0,0.0506329,0,6.5179838,3.9417618,0,0.0498753
2026-02-13 19:57:15,0,0,0,0.0505051,0,5.0088034,4.756524,0,0.0508906
2026-02-13 19:57:10,0,0,0,0.1007557,0,5.41914,3.8008136,0,0
2026-02-13 19:57:05,0,0,0,0.1015287,0,5.8331262,4.7666118,0,0.0503778
2026-02-13 19:57:00,0,0,0,0.3554848,0,5.2785068,4.3161558,0,0.0506329
2026-02-13 19:56:55,0,0,0,0.0506329,0,5.4422408,4.3837768,0,0
2026-02-13 19:56:50,0,0,0,0.101138,0,4.6121602,3.8033142,0,0
2026-02-13 19:56:45,0,0,0,0.1015255,0,5.0940786,3.9700646,0,0.0505051
2026-02-13 19:56:40,0,0,0,0.1008829,0,4.3346236,4.0845066,0,0
2026-02-13 19:56:35,0,0,0,0.1021753,0,5.4031158,5.2001594,0,1.4231326
2026-02-13 19:56:30,0,0,0,0.0505051,0,4.566334,4.2117626,0,1.5187317
2026-02-13 19:56:25,0,0,0,0.0510204,0,7.7624708,4.0551852,0,0.2021481
2026-02-13 19:56:20,0,0,0,0.1011418,0,4.7425824,4.2405988,0,0.1010101
2026-02-13 19:56:15,0,0,0,0.1023018,0,4.6676316,4.5665896,0,0.0511509
2026-02-13 19:56:10,0,0,0,0.1017812,0,5.3270202,4.1519396,0,10.416192
2026-02-13 19:56:05,0,0,0,0.0503778,0,5.1531656,5.002439,0,2.9396948
2026-02-13 19:56:00,0,0,0,0.0502513,0,4.8979974,3.9875936,0,1.9338422
2026-02-13 19:55:55,0,0,0,0.0508906,0,4.8146986,3.8476522,0,0.0508906
2026-02-13 19:55:50,0,0,0,0.0503778,0,5.1525682,4.4963812,0,0
2026-02-13 19:55:45,0,0,0,0.0508906,0,5.1309372,4.419244,0,0
2026-02-13 19:55:40,0,0,0,0.1007582,0,4.5930206,3.7810568,0,0.05
2026-02-13 19:55:35,0,0,0,0,0,4.5635762,4.8666068,0,0.0508906
2026-02-13 19:55:30,0,0,0,0.1013943,0,5.1657766,4.4060024,0,0
2026-02-13 19:55:25,0,0,0,0.1520286,0,4.4700314,3.7071802,0,0
2026-02-13 19:55:20,0,0,0,0.0502513,0,5.5531724,5.053623,0,0.1507538
2026-02-13 19:55:15,0,0,0,0.0503778,0,4.1486352,4.4521862,0,0.1512607
2026-02-13 19:55:10,0,0,0,0.1008842,0,5.9713248,4.7058856,0,0
2026-02-13 19:55:05,0,0,0,0.0506329,0,4.8553072,4.4506254,0,0.6072133
2026-02-13 19:55:00,0,0,0,0.0503778,0,5.8231212,4.1019344,0,0
2026-02-13 19:54:55,0,0,0,0.1008867,0,4.7961492,3.9879388,0,0.1522843
2026-02-13 19:54:50,0,0,0,0.1011574,0,5.5669892,4.608369,0,0.0512821
2026-02-13 19:54:45,0,0,0,0,0,4.7962846,3.9912518,0,0
2026-02-13 19:54:40,0,0,0,0.1016533,0,5.5718222,3.949978,0,0.8098709
2026-02-13 19:54:35,0,0,0,0.1007563,0,5.2346892,4.8737086,0,0.1010101
2026-02-13 19:54:30,0,0,0,0.1013982,0,4.856665,3.7429644,0,0.1010108
