run,T_ready,T_total,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak_kbps,net_tx_peak_kbps
6,346,356,14.962530441176472,80.867345,5332.7542339,1276.2425582633055,1301.3984,454338.46245,5.837535014005602,100.0,2081.5,0.000934122,0.0
