worker,tcp_mean_mbps,tcp_peak_mbps,ping_mean_ms,ping_p95_ms,loss_pct
pi03,353.5376063131108,387.98280961699186,0.9976999999999998,1.1140000000000008,0.0
pi04,357.2947514570252,387.9746693811875,0.9906499999999999,1.2710000000000008,0.0
yhsensorpi,298.5730621651583,398.45451004792636,1.9214999999999995,2.3130000000000015,0.0
