worker,tcp_mean_mbps,tcp_peak_mbps,ping_mean_ms,ping_p95_ms,loss_pct
pi03,360.29442644897824,387.99291601002363,1.1440499999999998,2.2430000000000003,0.0
pi04,362.7782997764481,398.1015435986573,0.9820000000000002,1.3725000000000005,0.0
yhsensorpi,293.92808956546816,335.547680033646,1.4644499999999998,2.0775000000000015,0.0
