run,T_ready,T_total,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak_kbps,net_tx_peak_kbps
7,347,357,14.38272185698324,54.961833999999996,5140.775332250001,1282.796798603352,1303.1445,457959.93354999996,4.879888268156424,100.0,1746.0,0.0,0.0
