time,guest_nice,guest,steal,softirq,irq,user,system,nice,iowait
2026-02-13 20:10:05,0,0,0,0.1005032,0,4.9532122,4.5019726,0,0.1002506
2026-02-13 20:10:00,0,0,0,0.0995025,0,5.341983,4.3910608,0,0.301781
2026-02-13 20:09:55,0,0,0,0.1506354,0,5.5860002,4.0778386,0,0
2026-02-13 20:09:50,0,0,0,0.1516443,0,5.85902,4.7493064,0,0.7052897
2026-02-13 20:09:45,0,0,0,0.1524193,0,7.2235346,4.1635602,0,0.1015287
2026-02-13 20:09:40,0,0,0,0.1007582,0,4.960756,4.1018928,0,0
2026-02-13 20:09:35,0,0,0,0.0506329,0,5.2777132,5.0240314,0,0.1013956
2026-02-13 20:09:30,0,0,0,0.0505051,0,4.9848578,4.0769006,0,0.1001253
2026-02-13 20:09:25,0,0,0,0.1015235,0,5.1563458,3.9411256,0,0.1513956
2026-02-13 20:09:20,0,0,0,0.0502513,0,6.3268332,4.4017194,0,0.3026699
2026-02-13 20:09:15,0,0,0,0.2015248,0,4.7926982,4.330833,0,0.1500019
2026-02-13 20:09:10,0,0,0,0.1002532,0,6.1221078,4.495113,0,0.0997506
2026-02-13 20:09:05,0,0,0,0.1010127,0,5.2459732,3.9346078,0,0.0502513
2026-02-13 20:09:00,0,0,0,0.1516541,0,5.2639896,4.4066488,0,0.1002506
2026-02-13 20:08:55,0,0,0,0.1515152,0,4.7435726,4.1871296,0,0.8073214
2026-02-13 20:08:50,0,0,0,0,0,4.6093502,4.3545118,0,0.0505051
2026-02-13 20:08:45,0,0,0,0.0505051,0,5.0587138,4.2965012,0,0.0498753
2026-02-13 20:08:40,0,0,0,0.1008842,0,5.1543328,4.697093,0,0.8573272
2026-02-13 20:08:35,0,0,0,0.0511509,0,5.280172,5.4805192,0,0.1519033
2026-02-13 20:08:30,0,0,0,0.101138,0,5.2762152,4.2573346,0,0.1528069
2026-02-13 20:08:25,0,0,0,0,0,4.5111748,4.099985,0,0
2026-02-13 20:08:20,0,0,0,0.152416,0,5.9423964,4.1117436,0,0.0505051
2026-02-13 20:08:15,0,0,0,0.0508906,0,4.5517052,4.3998002,0,0
2026-02-13 20:08:10,0,0,0,0.2029178,0,5.7290344,4.5119012,0,0.0507614
2026-02-13 20:08:05,0,0,0,0.1005127,0,5.7997762,5.0462296,0,0.05
2026-02-13 20:08:00,0,0,0,0.0510204,0,5.158118,4.3519362,0,0.0503778
2026-02-13 20:07:55,0,0,0,0.1007563,0,5.4191266,4.0534178,0,0
2026-02-13 20:07:50,0,0,0,0.1011393,0,5.0111654,3.8465968,0,0.0507614
2026-02-13 20:07:45,0,0,0,0.1515177,0,7.4666466,4.552188,0,0.0507614
2026-02-13 20:07:40,0,0,0,0.0507614,0,5.615334,3.9963418,0,0.0507614
2026-02-13 20:07:35,0,0,0,0.0508906,0,4.7243804,4.3211128,0,0.5050506
2026-02-13 20:07:30,0,0,0,0.0508906,0,4.3770908,3.9168546,0,0
2026-02-13 20:07:25,0,0,0,0.1013943,0,5.6778348,5.6762972,0,0.0506329
2026-02-13 20:07:20,0,0,0,0.1526803,0,6.3533388,3.764467,0,0
2026-02-13 20:07:15,0,0,0,0.252398,0,5.2653254,5.5184984,0,0.1017838
2026-02-13 20:07:10,0,0,0,0,0,6.2391686,4.616858,0,0
2026-02-13 20:07:05,0,0,0,0.0507614,0,5.215555,4.2042742,0,0.1005025
2026-02-13 20:07:00,0,0,0,0.0507614,0,5.4115638,5.2113278,0,0.2035623
2026-02-13 20:06:55,0,0,0,0.1019189,0,5.0795296,4.4150368,0,0
2026-02-13 20:06:50,0,0,0,0.2533022,0,4.973551,4.3587234,0,0.0510204
2026-02-13 20:06:45,0,0,0,0,0,4.8634838,4.4576454,0,0.1017812
2026-02-13 20:06:40,0,0,0,0.1007557,0,4.7968756,4.4421836,0,0.0503778
2026-02-13 20:06:35,0,0,0,0.0501253,0,5.7722252,4.5580118,0,1.320315
2026-02-13 20:06:30,0,0,0,0.0503778,0,4.5590668,4.1519458,0,0
2026-02-13 20:06:25,0,0,0,0.0508906,0,5.1314676,4.2154368,0,0.1010101
2026-02-13 20:06:20,0,0,0,0,0,4.6783364,4.5767956,0,0.8542714
2026-02-13 20:06:15,0,0,0,0.0508906,0,5.4292138,4.2096478,0,0
2026-02-13 20:06:10,0,0,0,0.0502513,0,5.2616054,4.2984008,0,0.0508906
2026-02-13 20:06:05,0,0,0,0.1522889,0,7.9133088,5.1848646,0,0
2026-02-13 20:06:00,0,0,0,0.1002506,0,4.688776,3.9328356,0,0.0506329
2026-02-13 20:05:55,0,0,0,0.1008867,0,5.5493236,4.7923612,0,0
2026-02-13 20:05:50,0,0,0,0.2017664,0,4.7445604,4.1895118,0,4.8886848
2026-02-13 20:05:45,0,0,0,0.1010159,0,5.2264248,4.769175,0,2.0356234
2026-02-13 20:05:40,0,0,0,0.0503778,0,5.1914832,4.2837902,0,1.3670886
2026-02-13 20:05:35,0,0,0,0.0508906,0,5.1805844,5.3353074,0,0.1017812
2026-02-13 20:05:30,0,0,0,0.1007557,0,4.9912626,4.186074,0,0.1007557
2026-02-13 20:05:25,0,0,0,0.1515177,0,6.28194,4.7625272,0,0.2030477
2026-02-13 20:05:20,0,0,0,0,0,4.7952884,3.8312008,0,0
2026-02-13 20:05:15,0,0,0,0.2025401,0,5.1206756,4.819945,0,0
2026-02-13 20:05:10,0,0,0,0.101652,0,5.4149608,4.2998484,0,0.0506329
