time,free,used,cached,buffers
2026-02-13 20:10:05,2878.6336,1289.6672,3326.828,317.2188
2026-02-13 20:10:00,2878.3546,1289.94452,3326.8296,317.2188
2026-02-13 20:09:55,2875.2244,1293.07656,3326.828,317.2188
2026-02-13 20:09:50,2878.8016,1289.49922,3326.828,317.2188
2026-02-13 20:09:45,2875.7832,1292.51718,3326.828,317.2188
2026-02-13 20:09:40,2861.1272,1307.17346,3326.828,317.2188
2026-02-13 20:09:35,2861.257,1307.04766,3326.824,317.2188
2026-02-13 20:09:30,2862.2938,1306.01482,3326.82,317.2188
2026-02-13 20:09:25,2863.2334,1305.075,3326.82,317.2188
2026-02-13 20:09:20,2862.7484,1305.56016,3326.82,317.2188
2026-02-13 20:09:15,2861.831,1306.47734,3326.82,317.2188
2026-02-13 20:09:10,2862.2658,1306.0086,3326.8544,317.2188
2026-02-13 20:09:05,2861.65,1306.57658,3326.902,317.2188
2026-02-13 20:09:00,2861.2446,1306.98358,3326.9004,317.2188
2026-02-13 20:08:55,2862.0438,1306.18674,3326.898,317.2188
2026-02-13 20:08:50,2861.9538,1306.27812,3326.8968,317.2188
2026-02-13 20:08:45,2862.6666,1305.56796,3326.895,317.2188
2026-02-13 20:08:40,2864.293,1303.94376,3326.8926,317.2188
2026-02-13 20:08:35,2862.896,1305.35,3326.891,317.2109
2026-02-13 20:08:30,2863.0726,1305.17502,3326.8894,317.2109
2026-02-13 20:08:25,2861.7052,1306.54454,3326.887,317.2109
2026-02-13 20:08:20,2862.8766,1305.36874,3326.8914,317.2109
2026-02-13 20:08:15,2863.0516,1305.18828,3326.898,317.20934
2026-02-13 20:08:10,2861.4136,1306.8336,3326.8944,317.20622
2026-02-13 20:08:05,2862.028,1306.22576,3326.891,317.2031
2026-02-13 20:08:00,2865.6234,1302.63438,3326.887,317.2031
2026-02-13 20:07:55,2865.457,1302.8008,3326.887,317.2031
2026-02-13 20:07:50,2867.3842,1300.89844,3326.862,317.2031
2026-02-13 20:07:45,2865.2444,1303.13826,3326.762,317.2031
2026-02-13 20:07:40,2867.1546,1301.22812,3326.762,317.2031
2026-02-13 20:07:35,2867.3226,1301.06642,3326.7556,317.2031
2026-02-13 20:07:30,2866.8498,1301.5406,3326.754,317.2031
2026-02-13 20:07:25,2866.5162,1301.87422,3326.754,317.2031
2026-02-13 20:07:20,2866.6368,1301.75236,3326.7556,317.2031
2026-02-13 20:07:15,2869.0532,1299.34064,3326.7508,317.2031
2026-02-13 20:07:10,2870.7352,1297.65938,3326.75,317.2031
2026-02-13 20:07:05,2872.389,1296.00548,3326.75,317.2031
2026-02-13 20:07:00,2871.39,1297.0047,3326.75,317.2031
2026-02-13 20:06:55,2872.4126,1295.98518,3326.7468,317.2031
2026-02-13 20:06:50,2873.1742,1295.22812,3326.746,317.1992
2026-02-13 20:06:45,2872.8662,1295.53594,3326.746,317.1992
2026-02-13 20:06:40,2875.9698,1292.43282,3326.746,317.1992
2026-02-13 20:06:35,2878.029,1290.37658,3326.7428,317.1992
2026-02-13 20:06:30,2878.0584,1290.35156,3326.738,317.1992
2026-02-13 20:06:25,2876.386,1292.02424,3326.738,317.1992
2026-02-13 20:06:20,2877.9368,1290.47656,3326.7372,317.19686
2026-02-13 20:06:15,2876.4884,1291.92578,3326.738,317.1953
2026-02-13 20:06:10,2874.893,1293.52108,3326.738,317.1953
2026-02-13 20:06:05,2874.1646,1294.25156,3326.7356,317.1953
2026-02-13 20:06:00,2868.9742,1299.44376,3326.734,317.1953
2026-02-13 20:05:55,2869.007,1299.41092,3326.734,317.1953
2026-02-13 20:05:50,2870.3602,1298.06174,3326.7332,317.19218
2026-02-13 20:05:45,2870.568,1297.90546,3326.6824,317.1914
2026-02-13 20:05:40,2869.9788,1298.5719,3326.605,317.1914
2026-02-13 20:05:35,2870.5946,1297.95702,3326.6044,317.1914
2026-02-13 20:05:30,2867.5374,1301.01716,3326.602,317.1914
2026-02-13 20:05:25,2868.7524,1299.8047,3326.5996,317.1914
2026-02-13 20:05:20,2869.3962,1299.16248,3326.598,317.1914
2026-02-13 20:05:15,2869.2892,1299.26952,3326.598,317.1914
2026-02-13 20:05:10,2870.3212,1298.23748,3326.598,317.1914
