time,utilization
2026-02-13 20:10:05,1
2026-02-13 20:10:00,4.8
2026-02-13 20:09:55,1.6
2026-02-13 20:09:50,4.6
2026-02-13 20:09:45,0.2
2026-02-13 20:09:40,4.2
2026-02-13 20:09:35,4.4
2026-02-13 20:09:30,1.4
2026-02-13 20:09:25,4.4
2026-02-13 20:09:20,2.2
2026-02-13 20:09:15,3.4
2026-02-13 20:09:10,1
2026-02-13 20:09:05,2.4
2026-02-13 20:09:00,3
2026-02-13 20:08:55,4.8
2026-02-13 20:08:50,0.8
2026-02-13 20:08:45,0.8
2026-02-13 20:08:40,5.8
2026-02-13 20:08:35,4
2026-02-13 20:08:30,1
2026-02-13 20:08:25,3
2026-02-13 20:08:20,0
2026-02-13 20:08:15,3.2
2026-02-13 20:08:10,0.4
2026-02-13 20:08:05,2
2026-02-13 20:08:00,1.6
2026-02-13 20:07:55,0.2
2026-02-13 20:07:50,0.2
2026-02-13 20:07:45,1.8
2026-02-13 20:07:40,2.8
2026-02-13 20:07:35,2
2026-02-13 20:07:30,0
2026-02-13 20:07:25,0.6
2026-02-13 20:07:20,1.8
2026-02-13 20:07:15,0.8
2026-02-13 20:07:10,1.8
2026-02-13 20:07:05,3
2026-02-13 20:07:00,1.6
2026-02-13 20:06:55,2.2
2026-02-13 20:06:50,1
2026-02-13 20:06:45,0.8
2026-02-13 20:06:40,3.2
2026-02-13 20:06:35,6
2026-02-13 20:06:30,1.8
2026-02-13 20:06:25,0.4
2026-02-13 20:06:20,5.4
2026-02-13 20:06:15,0.6
2026-02-13 20:06:10,3.8
2026-02-13 20:06:05,0.2
2026-02-13 20:06:00,3.4
2026-02-13 20:05:55,0
2026-02-13 20:05:50,50.4
2026-02-13 20:05:45,14.8
2026-02-13 20:05:40,47.8
2026-02-13 20:05:35,1.2
2026-02-13 20:05:30,3.6
2026-02-13 20:05:25,1.4
2026-02-13 20:05:20,2.8
2026-02-13 20:05:15,1.4
2026-02-13 20:05:10,2.6
