worker,tcp_mean_mbps,tcp_peak_mbps,ping_mean_ms,ping_p95_ms,loss_pct
pi03,341.8897195428532,367.00085625150723,1.0735499999999998,1.8520000000000003,0.0
pi04,358.95806715350625,387.983202762027,1.11795,1.4885000000000008,0.0
yhsensorpi,274.5659359955814,314.56432522832137,1.9224999999999999,2.496500000000002,0.0
