run,START_EPOCH,READY_EPOCH,LOAD_START_EPOCH,LOAD_END_EPOCH,END_EPOCH,ttft_mean,total_mean,queue_mean,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak,net_tx_peak,net_rx_auc,net_tx_auc
4,1771661132,1771661134,1771661135,1771661547,1771661607,6.874129316666666,6.874512516666668,89.59824079999999,53.579801464285715,188.1857292,-127347.37068325,6834.323712394958,6946.586,-16241978.23825,12.472689075630251,404.0,-29682.5,1.552,0.0,-23.28,7.76
