time,free,used,cached,buffers
2026-02-13 19:43:25,2877.814,1292.5039,3324.9674,317.0625
2026-02-13 19:43:20,2874.925,1295.39532,3324.965,317.0625
2026-02-13 19:43:15,2876.2752,1294.0453,3324.965,317.0625
2026-02-13 19:43:10,2877.911,1292.41328,3324.9642,317.05938
2026-02-13 19:43:05,2875.6486,1294.6758,3324.965,317.0586
2026-02-13 19:43:00,2876.3032,1294.0211,3324.965,317.0586
2026-02-13 19:42:55,2877.228,1293.09606,3324.965,317.0586
2026-02-13 19:42:50,2879.164,1291.14452,3324.98,317.0586
2026-02-13 19:42:45,2878.9478,1291.36016,3324.9808,317.0586
2026-02-13 19:42:40,2878.8376,1291.46954,3324.9816,317.0586
2026-02-13 19:42:35,2881.4696,1288.85388,3324.9654,317.0586
2026-02-13 19:42:30,2882.9702,1287.45546,3324.863,317.0586
2026-02-13 19:42:25,2884.039,1286.38672,3324.863,317.0586
2026-02-13 19:42:20,2885.575,1284.8547,3324.859,317.0586
2026-02-13 19:42:15,2885.2092,1285.2203,3324.859,317.0586
2026-02-13 19:42:10,2882.6836,1287.74922,3324.8558,317.0586
2026-02-13 19:42:05,2882.16,1288.27344,3324.855,317.0586
2026-02-13 19:42:00,2882.5846,1287.84688,3324.8574,317.0586
2026-02-13 19:41:55,2881.8086,1288.6211,3324.859,317.0586
2026-02-13 19:41:50,2884.5688,1285.86328,3324.8566,317.0586
2026-02-13 19:41:45,2885.5984,1284.83516,3324.855,317.0586
2026-02-13 19:41:40,2883.3866,1287.04686,3324.855,317.0586
2026-02-13 19:41:35,2884.6244,1285.81404,3324.8508,317.0586
2026-02-13 19:41:30,2884.0436,1286.39766,3324.848,317.0586
2026-02-13 19:41:25,2881.667,1288.77422,3324.848,317.0586
2026-02-13 19:41:20,2874.525,1295.91954,3324.8448,317.0586
2026-02-13 19:41:15,2867.0532,1303.39218,3324.844,317.0586
2026-02-13 19:41:10,2866.2306,1304.21796,3324.8408,317.0586
2026-02-13 19:41:05,2865.031,1305.41796,3324.84,317.0586
2026-02-13 19:41:00,2863.8828,1306.5789,3324.8272,317.0586
2026-02-13 19:40:55,2863.3874,1307.07888,3324.824,317.05704
2026-02-13 19:40:50,2863.3062,1307.1625,3324.824,317.0547
2026-02-13 19:40:45,2864.661,1305.8078,3324.824,317.0547
2026-02-13 19:40:40,2864.6562,1305.81642,3324.824,317.0508
2026-02-13 19:40:35,2866.4064,1304.07032,3324.82,317.0508
2026-02-13 19:40:30,2866.4478,1304.0328,3324.816,317.0508
2026-02-13 19:40:25,2864.757,1305.72344,3324.816,317.0508
2026-02-13 19:40:20,2864.243,1306.23752,3324.816,317.0508
2026-02-13 19:40:15,2865.446,1305.03438,3324.816,317.0508
2026-02-13 19:40:10,2866.6602,1303.82346,3324.8128,317.0508
2026-02-13 19:40:05,2867.0368,1303.44764,3324.812,317.0508
2026-02-13 19:40:00,2864.878,1305.60468,3324.8136,317.0508
2026-02-13 19:39:55,2864.3306,1306.15468,3324.8114,317.0508
2026-02-13 19:39:50,2865.2844,1305.20232,3324.8102,317.0508
2026-02-13 19:39:45,2865.0296,1305.4586,3324.809,317.0508
2026-02-13 19:39:40,2868.9672,1301.52422,3324.8058,317.0508
2026-02-13 19:39:35,2870.0634,1300.4289,3324.805,317.0508
2026-02-13 19:39:30,2870.1352,1300.36174,3324.8002,317.0508
2026-02-13 19:39:25,2869.5384,1300.9617,3324.797,317.0508
2026-02-13 19:39:20,2866.1382,1304.36172,3324.797,317.0508
2026-02-13 19:39:15,2863.651,1306.84922,3324.797,317.0508
2026-02-13 19:39:10,2861.4888,1309.01092,3324.797,317.0508
2026-02-13 19:39:05,2861.0938,1309.40624,3324.797,317.0508
2026-02-13 19:39:00,2860.546,1309.9539,3324.797,317.0508
2026-02-13 19:38:55,2860.2022,1310.29764,3324.797,317.0508
2026-02-13 19:38:50,2861.6858,1308.81404,3324.797,317.0508
2026-02-13 19:38:45,2861.011,1309.48826,3324.7978,317.0508
2026-02-13 19:38:40,2861.4492,1309.04768,3324.8002,317.0508
2026-02-13 19:38:35,2861.6514,1308.85468,3324.7906,317.0508
2026-02-13 19:38:30,2860.0358,1310.47188,3324.789,317.0508
