worker,tcp_mean_mbps,tcp_peak_mbps,ping_mean_ms,ping_p95_ms,loss_pct
pi03,358.75416232264445,377.48736,1.02495,1.6310000000000002,0.0
pi04,357.7463036995783,387.9188300979644,1.0322,1.3480000000000008,0.0
yhsensorpi,306.7065307633221,367.0056469196248,1.89,2.802500000000001,0.0
