time,guest_nice,guest,steal,softirq,irq,user,system,nice,iowait
2026-02-13 19:54:05,0,0,0,0.0506329,0,4.7186764,4.4147152,0,0.1518987
2026-02-13 19:54:00,0,0,0,0.1510076,0,5.2990568,4.0893516,0,0.3027862
2026-02-13 19:53:55,0,0,0,0.1010108,0,5.6166008,3.8462178,0,0.203047
2026-02-13 19:53:50,0,0,0,0.1020408,0,5.369295,4.559007,0,0.2521443
2026-02-13 19:53:45,0,0,0,0,0,4.4927562,4.1428164,0,0.153197
2026-02-13 19:53:40,0,0,0,0.0507614,0,4.9564534,4.147435,0,0
2026-02-13 19:53:35,0,0,0,0.1525485,0,4.8947208,4.8929174,0,0.0512821
2026-02-13 19:53:30,0,0,0,0,0,5.5372314,4.0249866,0,0
2026-02-13 19:53:25,0,0,0,0.1012658,0,4.599315,4.3460244,0,0.0505051
2026-02-13 19:53:20,0,0,0,0.2017658,0,4.5886386,4.0348644,0,0.0503778
2026-02-13 19:53:15,0,0,0,0.1524134,0,4.8153744,4.1553436,0,0.0502513
2026-02-13 19:53:10,0,0,0,0.0507614,0,5.269659,4.0018768,0,0
2026-02-13 19:53:05,0,0,0,0.1020415,0,5.1304942,4.009316,0,0.0507614
2026-02-13 19:53:00,0,0,0,0.1010127,0,5.2166946,4.0517276,0,0
2026-02-13 19:52:55,0,0,0,0.1001266,0,5.09695,3.9312474,0,0.0507614
2026-02-13 19:52:50,0,0,0,0.1015255,0,5.208382,4.0471236,0,0
2026-02-13 19:52:45,0,0,0,0.1017838,0,4.729412,3.9655232,0,0.2027887
2026-02-13 19:52:40,0,0,0,0.1012717,0,4.9499176,3.6882776,0,0.2515094
2026-02-13 19:52:35,0,0,0,0.1530612,0,5.94768,5.6969702,0,0.1015228
2026-02-13 19:52:30,0,0,0,0.1011418,0,4.620184,3.8060544,0,0
2026-02-13 19:52:25,0,0,0,0.1011393,0,8.8117314,5.1102498,0,0.0506329
2026-02-13 19:52:20,0,0,0,0.15242,0,7.1378664,4.6642562,0,0.101138
2026-02-13 19:52:15,0,0,0,0.05,0,5.0589536,4.0457192,0,0.05
2026-02-13 19:52:10,0,0,0,0.1011418,0,5.5149106,4.7020654,0,0
2026-02-13 19:52:05,0,0,0,0.0510204,0,5.0298238,4.2663158,0,0
2026-02-13 19:52:00,0,0,0,0.0506329,0,4.4550862,4.0505326,0,0.0505051
2026-02-13 19:51:55,0,0,0,0.0503778,0,5.5936214,4.5824616,0,0.2024156
2026-02-13 19:51:50,0,0,0,0.0506329,0,4.8676306,4.1599488,0,0
2026-02-13 19:51:45,0,0,0,0.1010127,0,5.0021076,4.4924338,0,0.0510204
2026-02-13 19:51:40,0,0,0,0.2021558,0,5.15515,4.5995726,0,0.05
2026-02-13 19:51:35,0,0,0,0.1025702,0,5.4955608,4.8395592,0,20.15659
2026-02-13 19:51:30,0,0,0,0.05,0,4.4902634,4.3902576,0,29.3470502
2026-02-13 19:51:25,0,0,0,0.1515171,0,5.2053054,4.5459118,0,0
2026-02-13 19:51:20,0,0,0,0.1011393,0,4.586003,4.3801452,0,0.0501253
2026-02-13 19:51:15,0,0,0,0.1007563,0,5.000845,4.0413638,0,0
2026-02-13 19:51:10,0,0,0,0.1015228,0,5.8517718,4.6917788,0,0.4041734
2026-02-13 19:51:05,0,0,0,0.151388,0,4.8104754,4.3554094,0,0.0505051
2026-02-13 19:51:00,0,0,0,0,0,5.387458,4.5312746,0,0
2026-02-13 19:50:55,0,0,0,0.152159,0,4.8076844,3.948306,0,0
2026-02-13 19:50:50,0,0,0,0.1015235,0,4.8522884,4.0917264,0,0.0508906
2026-02-13 19:50:45,0,0,0,0.0503778,0,5.7145402,4.047597,0,0.0503778
2026-02-13 19:50:40,0,0,0,0.1005032,0,5.2913188,4.4882096,0,0.0501253
2026-02-13 19:50:35,0,0,0,0.1017818,0,7.5376538,4.7279866,0,0.1529347
2026-02-13 19:50:30,0,0,0,0.1002506,0,4.8847316,4.1805596,0,0.2518988
2026-02-13 19:50:25,0,0,0,0.1005032,0,6.0130514,4.3502574,0,0.0502513
2026-02-13 19:50:20,0,0,0,0.1017838,0,5.1356792,3.7634108,0,0.0511509
2026-02-13 19:50:15,0,0,0,0.0506329,0,5.0146248,4.8113242,0,0.0506329
2026-02-13 19:50:10,0,0,0,0.0501253,0,5.2193742,4.2999402,0,0.0511509
2026-02-13 19:50:05,0,0,0,0.101138,0,5.1703548,4.6092404,0,0
2026-02-13 19:50:00,0,0,0,0.0503778,0,4.6082234,3.900242,0,0.354191
2026-02-13 19:49:55,0,0,0,0.1525531,0,5.3751742,4.4603818,0,0.4030226
2026-02-13 19:49:50,0,0,0,0.0507614,0,4.4504626,3.9910686,0,0
2026-02-13 19:49:45,0,0,0,0.0515464,0,5.3057714,4.6406352,0,10.6664548
2026-02-13 19:49:40,0,0,0,0,0,4.845697,3.9366036,0,49.469004
2026-02-13 19:49:35,0,0,0,0.1012717,0,4.5661154,4.0566806,0,1.4128802
2026-02-13 19:49:30,0,0,0,0,0,5.8900208,4.8791438,0,0.0506329
2026-02-13 19:49:25,0,0,0,0.1013943,0,5.2750938,4.4122734,0,0.1524141
2026-02-13 19:49:20,0,0,0,0,0,4.8549182,4.3994708,0,0
2026-02-13 19:49:15,0,0,0,0.1005032,0,4.751168,4.4471134,0,0
2026-02-13 19:49:10,0,0,0,0.1019123,0,6.0823632,5.4686006,0,0
