time,utilization
2026-02-13 19:54:05,0.8
2026-02-13 19:54:00,6.6
2026-02-13 19:53:55,1.6
2026-02-13 19:53:50,0.8
2026-02-13 19:53:45,1
2026-02-13 19:53:40,0.6
2026-02-13 19:53:35,0
2026-02-13 19:53:30,0.4
2026-02-13 19:53:25,0
2026-02-13 19:53:20,2.6
2026-02-13 19:53:15,0.4
2026-02-13 19:53:10,0
2026-02-13 19:53:05,0.6
2026-02-13 19:53:00,0.6
2026-02-13 19:52:55,0
2026-02-13 19:52:50,0.2
2026-02-13 19:52:45,1.6
2026-02-13 19:52:40,4
2026-02-13 19:52:35,0.8
2026-02-13 19:52:30,0.6
2026-02-13 19:52:25,0.4
2026-02-13 19:52:20,0.6
2026-02-13 19:52:15,0.2
2026-02-13 19:52:10,0.4
2026-02-13 19:52:05,0
2026-02-13 19:52:00,0.8
2026-02-13 19:51:55,5.8
2026-02-13 19:51:50,1
2026-02-13 19:51:45,1.6
2026-02-13 19:51:40,0.2
2026-02-13 19:51:35,54.6
2026-02-13 19:51:30,75.8
2026-02-13 19:51:25,0.2
2026-02-13 19:51:20,1.6
2026-02-13 19:51:15,0
2026-02-13 19:51:10,4.4
2026-02-13 19:51:05,0
2026-02-13 19:51:00,0.4
2026-02-13 19:50:55,0
2026-02-13 19:50:50,0.2
2026-02-13 19:50:45,2.2
2026-02-13 19:50:40,2.8
2026-02-13 19:50:35,0.8
2026-02-13 19:50:30,3.6
2026-02-13 19:50:25,0.8
2026-02-13 19:50:20,1.2
2026-02-13 19:50:15,2.8
2026-02-13 19:50:10,0.6
2026-02-13 19:50:05,0.4
2026-02-13 19:50:00,1.8
2026-02-13 19:49:55,2.2
2026-02-13 19:49:50,3.2
2026-02-13 19:49:45,17.6
2026-02-13 19:49:40,94.8
2026-02-13 19:49:35,15.8
2026-02-13 19:49:30,0.8
2026-02-13 19:49:25,2.6
2026-02-13 19:49:20,0.6
2026-02-13 19:49:15,1.8
2026-02-13 19:49:10,0.8
