run,T_ready,T_total,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak_kbps,net_tx_peak_kbps
10,347,357,14.790827535195533,55.076143099999996,5284.2861046,1288.186744134078,1312.0039,459887.21184999996,5.67877094972067,100.0,2027.5,0.0,0.0
