run_id,start_epoch,ready_epoch,load_start_epoch,load_end_epoch,end_epoch,t_ready_sec,t_total_sec,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_mean,net_rx_peak,net_rx_auc,net_tx_mean,net_tx_peak,net_tx_auc,req_count,req_latency_mean_ms,req_latency_p95_ms,req_latency_max_ms
2,1771585992,1771586037,1771586037,1771586090,1771586292,45.0,300.0,10.655662011666665,18.2053396,3136.31400675,1364.7231995,1382.70314,402556.49597499997,3.463333333333333,38.2,1032.0,0.010346666666666665,0.5204707,3.103999999999999,0.0,0.0,0.0,10,4194.0,6036.25,6097.0
