worker,tcp_mean_mbps,tcp_peak_mbps,ping_mean_ms,ping_p95_ms,loss_pct
pi03,365.4231991635501,419.42075022201624,1.1005999999999998,1.4355000000000004,0.0
pi04,354.2538878815419,377.48583000620124,1.0793000000000001,1.9140000000000001,0.0
yhsensorpi,288.6306127633055,325.0553050325939,2.1715,2.923000000000002,0.0
