run_id,start_epoch,ready_epoch,load_start_epoch,load_end_epoch,end_epoch,t_ready_sec,t_total_sec,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_mean,net_rx_peak,net_rx_auc,net_tx_mean,net_tx_peak,net_tx_auc,req_count,req_latency_mean_ms,req_latency_p95_ms,req_latency_max_ms
6,1771587195,1771587231,1771587231,1771587284,1771587495,36.0,300.0,11.29556780666667,29.9719182,3283.79885275,1360.2853462499997,1378.6297,401242.5130875,3.5725000000000007,56.2,1067.375,0.0,0.0,0.0,0.0,0.0,0.0,10,4228.0,6019.5,6069.0
