run,T_ready,T_total,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak_kbps,net_tx_peak_kbps
3,348,358,14.349227928412255,49.118385,5141.9014749,1285.1303671309192,1308.3906,460079.42875,5.582172701949861,100.0,2002.5,0.0,0.0
