time,received,sent
2026-02-13 19:27:25,0,0
2026-02-13 19:27:20,0,0
2026-02-13 19:27:15,0,0
2026-02-13 19:27:10,0,0
2026-02-13 19:27:05,0,0
2026-02-13 19:27:00,0,0
2026-02-13 19:26:55,0,0
2026-02-13 19:26:50,0,0
2026-02-13 19:26:45,0,0
2026-02-13 19:26:40,0,0
2026-02-13 19:26:35,0,0
2026-02-13 19:26:30,0,0
2026-02-13 19:26:25,0,0
2026-02-13 19:26:20,0,0
2026-02-13 19:26:15,0,0
2026-02-13 19:26:10,0,0
2026-02-13 19:26:05,0,0
2026-02-13 19:26:00,0,0
2026-02-13 19:25:55,0,0
2026-02-13 19:25:50,0,0
2026-02-13 19:25:45,0,0
2026-02-13 19:25:40,0,0
2026-02-13 19:25:35,0,0
2026-02-13 19:25:30,0,0
2026-02-13 19:25:25,0,0
2026-02-13 19:25:20,0,0
2026-02-13 19:25:15,0,0
2026-02-13 19:25:10,0,0
2026-02-13 19:25:05,0,0
2026-02-13 19:25:00,0,0
2026-02-13 19:24:55,0,0
2026-02-13 19:24:50,0,0
2026-02-13 19:24:45,0,0
2026-02-13 19:24:40,0,0
2026-02-13 19:24:35,0,0
2026-02-13 19:24:30,0,0
2026-02-13 19:24:25,0,0
2026-02-13 19:24:20,0,0
2026-02-13 19:24:15,0,0
2026-02-13 19:24:10,0,0
2026-02-13 19:24:05,0,0
2026-02-13 19:24:00,0,0
2026-02-13 19:23:55,0,0
2026-02-13 19:23:50,0,0
2026-02-13 19:23:45,0,0
2026-02-13 19:23:40,0,0
2026-02-13 19:23:35,0,0
2026-02-13 19:23:30,0,0
2026-02-13 19:23:25,0,0
2026-02-13 19:23:20,0,0
2026-02-13 19:23:15,0,0
2026-02-13 19:23:10,0,0
2026-02-13 19:23:05,0,0
2026-02-13 19:23:00,0,0
2026-02-13 19:22:55,0,0
2026-02-13 19:22:50,0,0
2026-02-13 19:22:45,0,0
2026-02-13 19:22:40,0,0
2026-02-13 19:22:35,0,0
2026-02-13 19:22:30,0,0
