time,free,used,cached,buffers
2026-02-13 19:27:25,2874.6156,1296.99374,3323.789,316.9492
2026-02-13 19:27:20,2874.5454,1297.07106,3323.7858,316.9453
2026-02-13 19:27:15,2875.7024,1295.91484,3323.785,316.9453
2026-02-13 19:27:10,2876.0922,1295.525,3323.785,316.9453
2026-02-13 19:27:05,2876.2378,1295.3797,3323.785,316.9453
2026-02-13 19:27:00,2875.446,1296.2461,3323.71,316.9453
2026-02-13 19:26:55,2877.4026,1294.33984,3323.66,316.9453
2026-02-13 19:26:50,2877.143,1294.59922,3323.66,316.9453
2026-02-13 19:26:45,2877.5922,1294.15,3323.66,316.9453
2026-02-13 19:26:40,2877.6288,1294.11798,3323.6576,316.94296
2026-02-13 19:26:35,2876.8564,1294.90002,3323.652,316.93906
2026-02-13 19:26:30,2877.1296,1294.6281,3323.652,316.9375
2026-02-13 19:26:25,2878.132,1293.63202,3323.6506,316.93282
2026-02-13 19:26:20,2876.1576,1295.61016,3323.6504,316.92892
2026-02-13 19:26:15,2876.0296,1295.74766,3323.645,316.9258
2026-02-13 19:26:10,2876.4952,1295.28204,3323.645,316.9258
2026-02-13 19:26:05,2876.6234,1295.1539,3323.645,316.9258
2026-02-13 19:26:00,2876.6492,1295.12814,3323.645,316.9258
2026-02-13 19:25:55,2878.2164,1293.56094,3323.645,316.9258
2026-02-13 19:25:50,2876.765,1295.0586,3323.6012,316.92346
2026-02-13 19:25:45,2878.8532,1292.97108,3323.602,316.9219
2026-02-13 19:25:40,2877.8024,1294.02188,3323.602,316.9219
2026-02-13 19:25:35,2878.0796,1293.75078,3323.5956,316.9219
2026-02-13 19:25:30,2870.4174,1301.41484,3323.594,316.9219
2026-02-13 19:25:25,2871.203,1300.63204,3323.5932,316.91956
2026-02-13 19:25:20,2870.0992,1301.73672,3323.594,316.918
2026-02-13 19:25:15,2871.2876,1300.54844,3323.594,316.918
2026-02-13 19:25:10,2871.057,1300.77892,3323.594,316.918
2026-02-13 19:25:05,2870.9584,1300.88126,3323.59,316.918
2026-02-13 19:25:00,2870.3218,1301.51796,3323.59,316.918
2026-02-13 19:24:55,2870.307,1301.53672,3323.586,316.918
2026-02-13 19:24:50,2868.7586,1303.08516,3323.586,316.918
2026-02-13 19:24:45,2870.6484,1301.1953,3323.586,316.918
2026-02-13 19:24:40,2869.7422,1302.10158,3323.586,316.918
2026-02-13 19:24:35,2869.7594,1302.08438,3323.586,316.918
2026-02-13 19:24:30,2869.992,1301.86328,3323.5772,316.91488
2026-02-13 19:24:25,2869.1234,1302.73204,3323.578,316.9141
2026-02-13 19:24:20,2868.0454,1303.81016,3323.578,316.9141
2026-02-13 19:24:15,2871.0514,1300.80392,3323.578,316.9141
2026-02-13 19:24:10,2869.4624,1302.39298,3323.578,316.9141
2026-02-13 19:24:05,2870.6046,1301.25078,3323.578,316.9141
2026-02-13 19:24:00,2869.118,1302.7414,3323.578,316.9102
2026-02-13 19:23:55,2870.2344,1301.625,3323.578,316.9102
2026-02-13 19:23:50,2870.9602,1300.89922,3323.578,316.9102
2026-02-13 19:23:45,2870.7562,1301.10626,3323.5748,316.9102
2026-02-13 19:23:40,2871.3266,1300.53672,3323.574,316.9102
2026-02-13 19:23:35,2870.8828,1301.06094,3323.495,316.9086
2026-02-13 19:23:30,2871.3062,1300.68984,3323.445,316.9062
2026-02-13 19:23:25,2872.593,1299.40546,3323.4426,316.9062
2026-02-13 19:23:20,2875.9708,1296.02894,3323.441,316.9062
2026-02-13 19:23:15,2877.1788,1294.82578,3323.4398,316.90308
2026-02-13 19:23:10,2875.34,1296.66794,3323.438,316.9023
2026-02-13 19:23:05,2876.7196,1295.28828,3323.438,316.9023
2026-02-13 19:23:00,2874.878,1297.12968,3323.438,316.9023
2026-02-13 19:22:55,2874.8922,1297.11562,3323.438,316.9023
2026-02-13 19:22:50,2875.2618,1296.75002,3323.4372,316.89918
2026-02-13 19:22:45,2874.6352,1297.37968,3323.4372,316.89606
2026-02-13 19:22:40,2875.8508,1296.16718,3323.438,316.89216
2026-02-13 19:22:35,2876.114,1295.91172,3323.4316,316.8906
2026-02-13 19:22:30,2876.1986,1295.82892,3323.43,316.8906
