time,free,used,cached,buffers
2026-02-13 19:32:45,2878.9172,1291.8953,3324.5454,316.98986
2026-02-13 19:32:40,2877.0358,1293.76872,3324.555,316.9883
2026-02-13 19:32:35,2879.4134,1291.39766,3324.5486,316.9883
2026-02-13 19:32:30,2879.2734,1291.5922,3324.497,316.98518
2026-02-13 19:32:25,2877.5624,1293.37892,3324.422,316.9844
2026-02-13 19:32:20,2878.6164,1292.3258,3324.4212,316.9844
2026-02-13 19:32:15,2880.4044,1290.54062,3324.418,316.9844
2026-02-13 19:32:10,2880.7782,1290.16794,3324.4172,316.9844
2026-02-13 19:32:05,2880.1984,1290.75078,3324.414,316.9844
2026-02-13 19:32:00,2879.9852,1290.96404,3324.414,316.9844
2026-02-13 19:31:55,2880.547,1290.40234,3324.414,316.9844
2026-02-13 19:31:50,2880.407,1290.54454,3324.4132,316.98284
2026-02-13 19:31:45,2880.3814,1290.57186,3324.414,316.9805
2026-02-13 19:31:40,2880.3522,1290.60076,3324.414,316.9805
2026-02-13 19:31:35,2882.2368,1288.71876,3324.4116,316.9805
2026-02-13 19:31:30,2881.514,1289.57188,3324.281,316.9805
2026-02-13 19:31:25,2877.1248,1293.96096,3324.281,316.9805
2026-02-13 19:31:20,2872.5154,1298.56952,3324.2818,316.9805
2026-02-13 19:31:15,2870.5478,1300.53516,3324.2842,316.9805
2026-02-13 19:31:10,2871.5554,1299.53204,3324.2818,316.97816
2026-02-13 19:31:05,2872.7174,1298.37576,3324.2778,316.9766
2026-02-13 19:31:00,2869.175,1301.91876,3324.277,316.9766
2026-02-13 19:30:55,2870.664,1300.43202,3324.2746,316.9766
2026-02-13 19:30:50,2869.224,1301.87344,3324.273,316.9766
2026-02-13 19:30:45,2870.2522,1300.8453,3324.273,316.9766
2026-02-13 19:30:40,2870.6266,1300.47108,3324.273,316.9766
2026-02-13 19:30:35,2871.4164,1299.69532,3324.259,316.9766
2026-02-13 19:30:30,2872.071,1299.09686,3324.203,316.9766
2026-02-13 19:30:25,2872.2462,1298.92186,3324.203,316.9766
2026-02-13 19:30:20,2871.3008,1299.86718,3324.203,316.9766
2026-02-13 19:30:15,2874.2538,1296.91406,3324.203,316.9766
2026-02-13 19:30:10,2876.3366,1295.075,3323.9622,316.97348
2026-02-13 19:30:05,2876.5256,1294.94688,3323.902,316.9727
2026-02-13 19:30:00,2876.4124,1295.06014,3323.902,316.9727
2026-02-13 19:29:55,2876.8016,1294.6711,3323.902,316.9727
2026-02-13 19:29:50,2876.4604,1295.0125,3323.902,316.9727
2026-02-13 19:29:45,2877.5476,1293.92656,3323.9004,316.9727
2026-02-13 19:29:40,2878.2906,1293.1875,3323.898,316.97112
2026-02-13 19:29:35,2876.5572,1294.94452,3323.8812,316.9648
2026-02-13 19:29:30,2877.268,1294.29454,3323.82,316.9648
2026-02-13 19:29:25,2873.1726,1298.3906,3323.8192,316.9648
2026-02-13 19:29:20,2867.801,1303.76564,3323.816,316.9648
2026-02-13 19:29:15,2869.543,1302.02502,3323.8144,316.9648
2026-02-13 19:29:10,2870.0874,1301.48282,3323.812,316.9648
2026-02-13 19:29:05,2869.3322,1302.2383,3323.812,316.9648
2026-02-13 19:29:00,2869.2888,1302.28126,3323.812,316.9648
2026-02-13 19:28:55,2868.7064,1302.86408,3323.812,316.9648
2026-02-13 19:28:50,2868.7272,1302.8469,3323.8114,316.96168
2026-02-13 19:28:45,2868.835,1302.73908,3323.812,316.9609
2026-02-13 19:28:40,2870.1658,1301.40858,3323.812,316.9609
2026-02-13 19:28:35,2868.9898,1302.58828,3323.8094,316.96012
2026-02-13 19:28:30,2869.1844,1302.40154,3323.805,316.957
2026-02-13 19:28:25,2868.3236,1303.2625,3323.805,316.957
2026-02-13 19:28:20,2868.3414,1303.24454,3323.805,316.957
2026-02-13 19:28:15,2867.2302,1304.35546,3323.805,316.957
2026-02-13 19:28:10,2867.0588,1304.52734,3323.805,316.957
2026-02-13 19:28:05,2868.2546,1303.33516,3323.805,316.9531
2026-02-13 19:28:00,2867.8022,1303.79064,3323.8018,316.9531
2026-02-13 19:27:55,2869.2736,1302.3203,3323.801,316.9531
2026-02-13 19:27:50,2869.0554,1302.5422,3323.797,316.9531
