worker,tcp_mean_mbps,tcp_peak_mbps,ping_mean_ms,ping_p95_ms,loss_pct
pi03,366.8614192345711,408.647529766211,1.2045000000000001,2.642000000000001,0.0
pi04,361.7394431515012,397.400217744482,1.2425,1.966500000000001,0.0
yhsensorpi,272.1737854080632,304.09189757759515,1.9319999999999997,2.354000000000002,0.0
