run,T_ready,T_total,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak_kbps,net_tx_peak_kbps
9,346,357,14.879670877932961,61.518983,5316.7808132499995,1279.0150382681563,1306.1094,456615.663,5.189944134078212,100.0,1857.5,0.0,0.0
