run,T_ready,T_total,cpu_mean,cpu_peak,cpu_auc,ram_mean,ram_peak,ram_auc,disk_mean,disk_peak,disk_auc,net_rx_peak_kbps,net_tx_peak_kbps
2,347,357,14.374150697206703,64.194378,5134.679092949999,1278.4534304469275,1300.625,456407.39645,3.357541899441341,100.0,1202.0,0.0,0.0
